Category,Location,Headline,Row
Elections,Tofol,Turnout surges as elections begin in Tofol.,
Elections,Colonia,Turnout surges as elections begin in Colonia.,
Elections,Libreville,Turnout surges as elections begin in Libreville.,
Elections,Port-Gentil,Turnout surges as elections begin in Port-Gentil.,
Elections,Franceville,Turnout surges as elections begin in Franceville.,
Elections,London,Turnout surges as elections begin in London.,
Elections,Birmingham,Turnout surges as elections begin in Birmingham.,
Elections,Liverpool,Turnout surges as elections begin in Liverpool.,
Elections,Tbilisi,Turnout surges as elections begin in Tbilisi.,
Elections,Batumi,Turnout surges as elections begin in Batumi.,
Elections,Kutaisi,Turnout surges as elections begin in Kutaisi.,
Elections,Kumasi,Turnout surges as elections begin in Kumasi.,
Elections,Accra,Turnout surges as elections begin in Accra.,
Elections,Tamale,Turnout surges as elections begin in Tamale.,
Elections,Gibraltar,Turnout surges as elections begin in Gibraltar.,
Elections,Waterport,Turnout surges as elections begin in Waterport.,
Elections,Rosia,Turnout surges as elections begin in Rosia.,
Elections,Conakry,Turnout surges as elections begin in Conakry.,
Elections,Camayenne,Turnout surges as elections begin in Camayenne.,
Elections,Nzérékoré,Turnout surges as elections begin in Nzérékoré.,
Elections,Serrekunda,Turnout surges as elections begin in Serrekunda.,
Elections,Brikama,Turnout surges as elections begin in Brikama.,
Elections,Bununka Kunda,Turnout surges as elections begin in Bununka Kunda.,
Elections,Bissau,Turnout surges as elections begin in Bissau.,
Elections,Gabú,Turnout surges as elections begin in Gabú.,
Elections,Bafatá,Turnout surges as elections begin in Bafatá.,
Elections,Bata,Turnout surges as elections begin in Bata.,
Elections,Malabo,Turnout surges as elections begin in Malabo.,
Elections,Ebebiyin,Turnout surges as elections begin in Ebebiyin.,
Elections,Athens,Turnout surges as elections begin in Athens.,
Elections,Thessaloniki,Turnout surges as elections begin in Thessaloniki.,
Elections,Pátrai,Turnout surges as elections begin in Pátrai.,
Elections,St. George's,Turnout surges as elections begin in St. George's.,
Elections,Gouyave,Turnout surges as elections begin in Gouyave.,
Elections,Grenville,Turnout surges as elections begin in Grenville.,
Elections,Nuuk,Turnout surges as elections begin in Nuuk.,
Elections,Sisimiut,Turnout surges as elections begin in Sisimiut.,
Elections,Ilulissat,Turnout surges as elections begin in Ilulissat.,
Elections,Guatemala City,Turnout surges as elections begin in Guatemala City.,
Elections,Villa Nueva,Turnout surges as elections begin in Villa Nueva.,
Elections,Mixco,Turnout surges as elections begin in Mixco.,
Elections,Dededo Village,Turnout surges as elections begin in Dededo Village.,
Elections,Yigo Village,Turnout surges as elections begin in Yigo Village.,
Elections,Tamuning-Tumon-Harmon Village,Turnout surges as elections begin in Tamuning-Tumon-Harmon Village.,
Elections,Georgetown,Turnout surges as elections begin in Georgetown.,
Elections,Linden,Turnout surges as elections begin in Linden.,
Elections,New Amsterdam,Turnout surges as elections begin in New Amsterdam.,
Elections,Hong Kong,Turnout surges as elections begin in Hong Kong.,
Elections,New Territories,Turnout surges as elections begin in New Territories.,
Elections,Kowloon,Turnout surges as elections begin in Kowloon.,
Elections,Tegucigalpa,Turnout surges as elections begin in Tegucigalpa.,
Elections,San Pedro Sula,Turnout surges as elections begin in San Pedro Sula.,
Elections,La Ceiba,Turnout surges as elections begin in La Ceiba.,
Elections,Zagreb,Turnout surges as elections begin in Zagreb.,
Elections,Split,Turnout surges as elections begin in Split.,
Elections,Rijeka,Turnout surges as elections begin in Rijeka.,
Elections,Port-au-Prince,Turnout surges as elections begin in Port-au-Prince.,
Elections,Carrefour,Turnout surges as elections begin in Carrefour.,
Elections,Delmas,Turnout surges as elections begin in Delmas.,
Elections,Budapest,Turnout surges as elections begin in Budapest.,
Elections,Debrecen,Turnout surges as elections begin in Debrecen.,
Elections,Szeged,Turnout surges as elections begin in Szeged.,
Elections,Jakarta,Turnout surges as elections begin in Jakarta.,
Elections,Surabaya,Turnout surges as elections begin in Surabaya.,
Elections,Bekasi,Turnout surges as elections begin in Bekasi.,
Elections,Douglas,Turnout surges as elections begin in Douglas.,
Elections,Ramsey,Turnout surges as elections begin in Ramsey.,
Elections,Peel,Turnout surges as elections begin in Peel.,
Elections,Mumbai,Turnout surges as elections begin in Mumbai.,
Elections,Delhi,Turnout surges as elections begin in Delhi.,
Elections,Bengaluru,Turnout surges as elections begin in Bengaluru.,
Elections,Dublin,Turnout surges as elections begin in Dublin.,
Elections,Dublin South,Turnout surges as elections begin in Dublin South.,
Elections,Cork,Turnout surges as elections begin in Cork.,
Elections,Tehran,Turnout surges as elections begin in Tehran.,
Elections,Mashhad,Turnout surges as elections begin in Mashhad.,
Elections,Isfahan,Turnout surges as elections begin in Isfahan.,
Elections,Baghdad,Turnout surges as elections begin in Baghdad.,
Elections,Al Mawşil al Jadīdah,Turnout surges as elections begin in Al Mawşil al Jadīdah.,
Elections,Al Başrah al Qadīmah,Turnout surges as elections begin in Al Başrah al Qadīmah.,
Elections,Reykjavik,Turnout surges as elections begin in Reykjavik.,
Elections,Kopavogur,Turnout surges as elections begin in Kopavogur.,
Elections,Hafnarfjordur,Turnout surges as elections begin in Hafnarfjordur.,
Elections,Jerusalem,Turnout surges as elections begin in Jerusalem.,
Elections,Tel Aviv,Turnout surges as elections begin in Tel Aviv.,
Elections,West Jerusalem,Turnout surges as elections begin in West Jerusalem.,
Elections,Rome,Turnout surges as elections begin in Rome.,
Elections,Milan,Turnout surges as elections begin in Milan.,
Elections,Naples,Turnout surges as elections begin in Naples.,
Elections,Kingston,Turnout surges as elections begin in Kingston.,
Elections,New Kingston,Turnout surges as elections begin in New Kingston.,
Elections,Spanish Town,Turnout surges as elections begin in Spanish Town.,
Elections,Amman,Turnout surges as elections begin in Amman.,
Elections,Zarqa,Turnout surges as elections begin in Zarqa.,
Elections,Irbid,Turnout surges as elections begin in Irbid.,
Elections,Tokyo,Turnout surges as elections begin in Tokyo.,
Elections,Yokohama,Turnout surges as elections begin in Yokohama.,
Elections,Osaka,Turnout surges as elections begin in Osaka.,
Elections,Almaty,Turnout surges as elections begin in Almaty.,
Elections,Shymkent,Turnout surges as elections begin in Shymkent.,
Elections,Aktobe,Turnout surges as elections begin in Aktobe.,
Elections,Nairobi,Turnout surges as elections begin in Nairobi.,
Elections,Kakamega,Turnout surges as elections begin in Kakamega.,
Elections,Mombasa,Turnout surges as elections begin in Mombasa.,
Elections,Bishkek,Turnout surges as elections begin in Bishkek.,
Elections,Osh,Turnout surges as elections begin in Osh.,
Elections,Jalal-Abad,Turnout surges as elections begin in Jalal-Abad.,
Elections,Phnom Penh,Turnout surges as elections begin in Phnom Penh.,
Elections,Takeo,Turnout surges as elections begin in Takeo.,
Elections,Siem Reap,Turnout surges as elections begin in Siem Reap.,
Elections,Tarawa,Turnout surges as elections begin in Tarawa.,
Elections,Betio Village,Turnout surges as elections begin in Betio Village.,
Elections,Bikenibeu Village,Turnout surges as elections begin in Bikenibeu Village.,
Elections,Basseterre,Turnout surges as elections begin in Basseterre.,
Elections,Sandy Point Town,Turnout surges as elections begin in Sandy Point Town.,
Elections,Fig Tree,Turnout surges as elections begin in Fig Tree.,
Elections,Seoul,Turnout surges as elections begin in Seoul.,
Elections,Busan,Turnout surges as elections begin in Busan.,
Elections,Incheon,Turnout surges as elections begin in Incheon.,
Elections,Al Ahmadi,Turnout surges as elections begin in Al Ahmadi.,
Elections,Hawalli,Turnout surges as elections begin in Hawalli.,
Elections,As Sālimīyah,Turnout surges as elections begin in As Sālimīyah.,
Elections,Vientiane,Turnout surges as elections begin in Vientiane.,
Elections,Savannakhet,Turnout surges as elections begin in Savannakhet.,
Elections,Pakse,Turnout surges as elections begin in Pakse.,
Elections,Beirut,Turnout surges as elections begin in Beirut.,
Elections,Ra’s Bayrūt,Turnout surges as elections begin in Ra’s Bayrūt.,
Elections,Tripoli,Turnout surges as elections begin in Tripoli.,
Elections,Monrovia,Turnout surges as elections begin in Monrovia.,
Elections,Gbarnga,Turnout surges as elections begin in Gbarnga.,
Elections,Buchanan,Turnout surges as elections begin in Buchanan.,
Elections,Benghazi,Turnout surges as elections begin in Benghazi.,
Elections,Misratah,Turnout surges as elections begin in Misratah.,
Elections,Gros Islet,Turnout surges as elections begin in Gros Islet.,
Elections,Castries,Turnout surges as elections begin in Castries.,
Elections,Bisee,Turnout surges as elections begin in Bisee.,
Elections,Schaan,Turnout surges as elections begin in Schaan.,
Elections,Triesen,Turnout surges as elections begin in Triesen.,
Elections,Vaduz,Turnout surges as elections begin in Vaduz.,
Elections,Colombo,Turnout surges as elections begin in Colombo.,
Elections,Dehiwala-Mount Lavinia,Turnout surges as elections begin in Dehiwala-Mount Lavinia.,
Elections,Maharagama,Turnout surges as elections begin in Maharagama.,
Elections,Maseru,Turnout surges as elections begin in Maseru.,
Elections,Maputsoe,Turnout surges as elections begin in Maputsoe.,
Elections,Mohale's Hoek,Turnout surges as elections begin in Mohale's Hoek.,
Elections,Vilnius,Turnout surges as elections begin in Vilnius.,
Elections,Kaunas,Turnout surges as elections begin in Kaunas.,
Elections,Klaipėda,Turnout surges as elections begin in Klaipėda.,
Elections,Luxembourg,Turnout surges as elections begin in Luxembourg.,
Elections,Esch-sur-Alzette,Turnout surges as elections begin in Esch-sur-Alzette.,
Elections,Dudelange,Turnout surges as elections begin in Dudelange.,
Elections,Riga,Turnout surges as elections begin in Riga.,
Elections,Daugavpils,Turnout surges as elections begin in Daugavpils.,
Elections,Liepāja,Turnout surges as elections begin in Liepāja.,
Elections,Macao,Turnout surges as elections begin in Macao.,
Elections,Taipa,Turnout surges as elections begin in Taipa.,
Elections,Luhuan,Turnout surges as elections begin in Luhuan.,
Elections,Grand-Case,Turnout surges as elections begin in Grand-Case.,
Elections,Saint-James,Turnout surges as elections begin in Saint-James.,
Elections,Casablanca,Turnout surges as elections begin in Casablanca.,
Elections,Rabat,Turnout surges as elections begin in Rabat.,
Elections,Fes,Turnout surges as elections begin in Fes.,
Elections,Monaco,Turnout surges as elections begin in Monaco.,
Elections,Monte Carlo,Turnout surges as elections begin in Monte Carlo.,
Elections,La Condamine,Turnout surges as elections begin in La Condamine.,
Elections,Chisinau,Turnout surges as elections begin in Chisinau.,
Elections,Tiraspol,Turnout surges as elections begin in Tiraspol.,
Elections,Bălţi,Turnout surges as elections begin in Bălţi.,
